id	created_by_id	updated_by_id	created_at	updated_at	place_published	primary_language_id	first_year_of_issue	last_year_of_issue	translated_from_serial_id	publisher	name
4536	1	1	2015-03-11 17:09:01.336991	2015-03-11 17:09:01.336991	Washington, D. C.	123				United States Department of Agriculture	Agriculture Monographs
7094	1	1	2015-03-11 17:10:48.642428	2015-03-11 17:10:48.642428							Arch. Math. Naturv.
4537	1	1	2015-03-11 17:09:01.355182	2015-03-11 17:09:01.355182	Bello Horizonte	401					Boletin da Secretaria da Agricultura do Estado de Minas Geraes
4538	1	1	2015-03-11 17:09:01.377581	2015-03-11 17:09:01.377581		123					Technical Bulletin. United States Department of Agriculture, Agricultural Research Service
4539	1	1	2015-03-11 17:09:01.395507	2015-03-11 17:09:01.395507							Agriculture Handbook. United States Department of Agriculture, Forest Service
4540	1	1	2015-03-11 17:09:01.413577	2015-03-11 17:09:01.413577							Research Paper. United States Department of Agriculture, Forest Service, North Central Research Station
4541	1	1	2015-03-11 17:09:01.431717	2015-03-11 17:09:01.431717							Station to Station Research News, Union Carbide Corporation
4542	1	1	2015-03-11 17:09:01.449138	2015-03-11 17:09:01.449138						United Planters' Association of Southern India, Tea Scientific Department	Annual Report. United Planters' Association of Southern India, Tea Scientific Department
4543	1	1	2015-03-11 17:09:01.467514	2015-03-11 17:09:01.467514						University of Arkansas, Cooperative Extension Service	Leaflet. University of Arkansas, Cooperative Extension Service
4593	1	1	2015-03-11 17:09:02.719066	2015-03-11 17:09:02.719066	Firenze; [etc.]	202				Dott. Emilio Berio; [etc.]	Bollettino della Società Entomologica Italiana
6151	1	1	2015-03-11 17:09:43.359548	2015-03-11 17:09:43.359548							Entomological magazine
4544	1	1	2015-03-11 17:09:01.486432	2015-03-11 17:09:01.486432						University of California Statewide IPM Project, Division of Agriculture and Natural Resources	Publication. University of California Statewide IPM Project, Division of Agriculture and Natural Resources
4545	1	1	2015-03-11 17:09:01.505373	2015-03-11 17:09:01.505373	Boulder, Colorado					University of Colorado	University of Colorado Studies
4546	1	1	2015-03-11 17:09:01.524091	2015-03-11 17:09:01.524091						University of Georgia, Cooperative Extension Service	Leaflet. University of Georgia, Cooperative Extension Service
4547	1	1	2015-03-11 17:09:01.542621	2015-03-11 17:09:01.542621							Univ. Karachi. Univ. Stud. (Sci. & Tech. No.)
4548	1	1	2015-03-11 17:09:01.56619	2015-03-11 17:09:01.56619	Zaragoza, Spain	401				Librería Editorial de Cecilio Gasca	Boletín de la Sociedad Aragonesa de Ciencias Naturales
4549	1	1	2015-03-11 17:09:01.588734	2015-03-11 17:09:01.588734	Mayagüez, Puerto Rico					Universidade de Puerto Rico, Estación Experimental Agrícola	Boletín. Universidade de Puerto Rico, Estación Experimental Agrícola (Mayagüez)
4550	1	1	2015-03-11 17:09:01.607306	2015-03-11 17:09:01.607306	Laramie, Wyoming					University of Wyoming, Agricultural Experiment Station	Science Monograph. University of Wyoming, Agricultural Experiment Station
4551	1	1	2015-03-11 17:09:01.62608	2015-03-11 17:09:01.62608		123				Uttar Pradesh Zoological Society	Uttar Pradesh Journal of Zoology
4552	1	1	2015-03-11 17:09:01.645732	2015-03-11 17:09:01.645732		363					Uzbekskii Biologicheskii Zhurnal
4553	1	1	2015-03-11 17:09:01.664094	2015-03-11 17:09:01.664094							Vegetatio
4555	1	1	2015-03-11 17:09:01.801834	2015-03-11 17:09:01.801834	Sri Lanka					Universoty of Jaffna	Vingnanam, Journal of Science
4556	1	1	2015-03-11 17:09:01.820257	2015-03-11 17:09:01.820257							"Nauchi Trudove na Visshiya Pedagogicheski Institut ""Paisii Khilendarski,"" Plovdiv"
4557	1	1	2015-03-11 17:09:01.84388	2015-03-11 17:09:01.84388							Weinberg & Keller
4558	1	1	2015-03-11 17:09:01.86284	2015-03-11 17:09:01.86284	New Zealand	123				Entomological Society of New Zealand	Weta: News Bulletin of Entomological Society of New Zealand
4559	1	1	2015-03-11 17:09:01.881586	2015-03-11 17:09:01.881586	Madrid	401					Boletin de la Sociedad Entomológica de España
4560	1	1	2015-03-11 17:09:01.905457	2015-03-11 17:09:01.905457							Wetlands
4561	1	1	2015-03-11 17:09:01.931495	2015-03-11 17:09:01.931495							Wiadomości Entomologiczne
4562	1	1	2015-03-11 17:09:01.951079	2015-03-11 17:09:01.951079							Wood & Fiber
4563	1	1	2015-03-11 17:09:01.969769	2015-03-11 17:09:01.969769							Special Publication. Young Entomologists' Society
4564	1	1	2015-03-11 17:09:01.988533	2015-03-11 17:09:01.988533	Bratislava	385				Príroda	Záhradkár: Odborný časopis pre pestovateľov ovocia, zeleniny a kvetov
4565	1	1	2015-03-11 17:09:02.017139	2015-03-11 17:09:02.017139							Zbornik za Prirodne Nauke (Novi Sad, Yugoslavia)
4566	1	1	2015-03-11 17:09:02.034905	2015-03-11 17:09:02.034905							Zentralblatt für Bakteriologie, Parasitenkunde, Infektionskrankheiten und Hygiene. Naturwissenschaftliche Abteilung 2: Allgemeine, Landwirtschaftliche und Technische Mikrobiologie.
4568	1	1	2015-03-11 17:09:02.084208	2015-03-11 17:09:02.084208		123					Zoologica Pakistan
4570	1	1	2015-03-11 17:09:02.129937	2015-03-11 17:09:02.129937	Madrid	401				Estab. tip. de Fortenet	Boletin de la Sociedad Española de Historia Natural
4571	1	1	2015-03-11 17:09:02.151955	2015-03-11 17:09:02.151955	Moskva					Akademiia nauk SSSR; Moskovskii gosudarstvennyi universitet im. M.V. Lomonosova. Zoologicheskii muzei; Russian S.F.S.R. Glavnoe upravlenie nauchnymi uchrezhdiniiami; Russian S.F.S.R. Narodnyi komissariat prosveshcheniia. Sektor nauki; Russian S.F.S.R. Upravlenie universitetov i nauchno-issledovatelskikh uchrezhdenii; Upravlenie vysshei shkoly Narkomprosa RSFSR.; Rossiiskaia akademiia nauk	Zoologicheskii Zhurnal
4572	1	1	2015-03-11 17:09:02.185321	2015-03-11 17:09:02.185321	Wellington					Victoria University College	Zoology Publication from Victoria University College (Wellington)
4573	1	1	2015-03-11 17:09:02.203935	2015-03-11 17:09:02.203935	St. Petersburg, Russia	123				Zoological Institute, Russian Academy of Sciences	Zoosystematica Rossica
4574	1	1	2015-03-11 17:09:02.222086	2015-03-11 17:09:02.222086	Auckland, New Zealand	123				Magnolia Press	Zootaxa
4575	1	1	2015-03-11 17:09:02.241171	2015-03-11 17:09:02.241171	New York; [etc.]	123					Newsweek
4576	1	1	2015-03-11 17:09:02.265753	2015-03-11 17:09:02.265753	London; Cardiff	123				Commonwealth Institute of Entomology; CAB  International Institute of Entomology; Department of Zoology, National Museum of Wales	Tymbal, Auchenorrhyncha Newsletter
4578	1	1	2015-03-11 17:09:02.316169	2015-03-11 17:09:02.316169							Agronomie Tropicale (Nogent-Sur-Marne)
4579	1	1	2015-03-11 17:09:02.34102	2015-03-11 17:09:02.34102	San Francisco, California	123				The Public Library of Science	PLoS One
4580	1	1	2015-03-11 17:09:02.365934	2015-03-11 17:09:02.365934	Philadelphia, Pa.; New York, N.Y.; Hoboken, N.J.	123				Wistar Institute of Anatomy and Biology; Wiley-Liss	Journal of Morphology (Philadelphia)
4581	1	1	2015-03-11 17:09:02.3944	2015-03-11 17:09:02.3944	Kuala Lumpur	123					Agricultural Bulletin. Federated Malay States
4583	1	1	2015-03-11 17:09:02.441434	2015-03-11 17:09:02.441434	Piracicaba, Brasil	348				Fundação de Estudos Agrários Luiz de Queiroz	Revista de Agricultura (Piracicaba)
4584	1	1	2015-03-11 17:09:02.473708	2015-03-11 17:09:02.473708	Praha					Národní muzeum	Sborník Entomologického oddelení Národního musea v Praze [= Acta Entomologica Musaei Nationalis Pragae Cechoslovakensis]
4586	1	1	2015-03-11 17:09:02.537901	2015-03-11 17:09:02.537901	Praha	101				Národní muzeum v Praze	Časopis Národního muzea v Praze. Řada přírodovědná
4587	1	1	2015-03-11 17:09:02.56637	2015-03-11 17:09:02.56637	Rio de Janeiro	348					Revista de Entomologia  (Rio de Janeiro)
4589	1	1	2015-03-11 17:09:02.616299	2015-03-11 17:09:02.616299	Bologna					Società tip. già Compositori	Bollettino del Laboratorio di Entomologia del Royal Istituto Superiore Agrario di Bologna
4590	1	1	2015-03-11 17:09:02.647497	2015-03-11 17:09:02.647497	Portici					E. Della Torre	Bollettino del Laboratorio di Zoologia Generale e Agraria della R. Scuola Superiore d'Agricoltura in Portici
4591	1	1	2015-03-11 17:09:02.673396	2015-03-11 17:09:02.673396	Torino	202				Accame	Bollettino dei Musei di Zoologia ed Anatomia Comparata della R. Università de Torino
4592	1	1	2015-03-11 17:09:02.695965	2015-03-11 17:09:02.695965	Trieste	202				La Società	Bollettino della Società Adriatica di Scienze Naturali in Trieste
4594	1	1	2015-03-11 17:09:02.75167	2015-03-11 17:09:02.75167	Napoli	202				R. Tip. F. Giannini	Bollettino della Società di Naturalisti in Napoli
4595	1	1	2015-03-11 17:09:02.773451	2015-03-11 17:09:02.773451	Rome	202					Bollettino della Società Zoologica Italiana
4596	1	1	2015-03-11 17:09:02.796084	2015-03-11 17:09:02.796084	Hamburg	150				Verein für naturwissenschaftliche Heimatforschung	Bombus. Faunistische Mitteilungen aus Nordwestdeutschland und der Nordmark herausgegeben vom Verein für naturwissenschaftliche Heimatforschung
4597	1	1	2015-03-11 17:09:02.817799	2015-03-11 17:09:02.817799	New York	123				New York Botanical Garden; [etc.]	The Botanical Review
4598	1	1	2015-03-11 17:09:02.836115	2015-03-11 17:09:02.836115	Manhattan, Kansas	123				Extension Division, Kansas State Agricultural College.	Agricultural Education (Kansas State Agricultural College)
4599	1	1	2015-03-11 17:09:02.858892	2015-03-11 17:09:02.858892		205					[Botany and Zoology. (Shokubutu Oyobi Dobutu)]
4600	1	1	2015-03-11 17:09:02.877367	2015-03-11 17:09:02.877367	Bruxelles	137					Bulletin de l'Académie Royale des Sciences et Belles-Lettres de Bruxelles
4601	1	1	2015-03-11 17:09:02.899122	2015-03-11 17:09:02.899122	Montpellier	137				Imprimerie coopérative ouvrière	Bulletin Mensuel de l'Académie des Sciences et Lettres de Montpellier
4602	1	1	2015-03-11 17:09:02.920415	2015-03-11 17:09:02.920415	St.-Pétersbourg; [etc.]						Bulletin de l'Académie des Sciences de l'URSS
4603	1	1	2015-03-11 17:09:02.946702	2015-03-11 17:09:02.946702	St.-Pétersbourg; [etc.]						Bulletin de l'Académie des Sciences de l'URSS. (ser. Biol.)
4604	1	1	2015-03-11 17:09:02.968223	2015-03-11 17:09:02.968223	Bruxelles	137				La Direction générale de l'Agriculture	Bulletin Agricole du Congo Belge
4605	1	1	2015-03-11 17:09:02.989777	2015-03-11 17:09:02.989777	Suigen	123					Bulletin of the Agricultural Experiment Station, Government-General of Chosen
4606	1	1	2015-03-11 17:09:03.020629	2015-03-11 17:09:03.020629	Tucson	123				Agricultural Experiment Station, University of Arizona	Bulletin of the Arizona Agricultural Experiment Station
4607	1	1	2015-03-11 17:09:03.043192	2015-03-11 17:09:03.043192	Fayetteville	123				The Station	Bulletin. Arkansas Agricultural Experiment Station
4608	1	1	2015-03-11 17:09:03.068809	2015-03-11 17:09:03.068809	Berkeley	123				The Station	Bulletin. University of California, College of Agriculture. Agricultural Experiment Station
4609	1	1	2015-03-11 17:09:03.091883	2015-03-11 17:09:03.091883	Fort Collins	123				The Station	Bulletin. The Colorado Agricultural Experiment Station of the Colorado Agricultural College
4610	1	1	2015-03-11 17:09:03.110721	2015-03-11 17:09:03.110721	Benton Harbor, Michigan	123				American Society of Agricultural Engineers	Agricultural Engineering
4611	1	1	2015-03-11 17:09:03.136988	2015-03-11 17:09:03.136988	New Haven	123				The Station	Bulletin. Connecticut Agricultural Experiment Station
4612	1	1	2015-03-11 17:09:03.16347	2015-03-11 17:09:03.16347	Ithaca	123				Published by the University	Bulletin. Cornell University Agricultural Experiment Station
4613	1	1	2015-03-11 17:09:03.192957	2015-03-11 17:09:03.192957	Newark	123				The Station	Bulletin. University of Delaware. Agriculture Experiment Station
4614	1	1	2015-03-11 17:09:03.219884	2015-03-11 17:09:03.219884	Gainesville	123				The Station	Bulletin. University of Florida. Agricultural Experiment Station
4615	1	1	2015-03-11 17:09:03.247083	2015-03-11 17:09:03.247083	Experiment; [etc.]	123				The Station	Bulletin. Georgia Experiment Station
4616	1	1	2015-03-11 17:09:03.269094	2015-03-11 17:09:03.269094	Amherst	123					Bulletin. Hatch Experiment Station of the Massachusetts Agricultural College
4617	1	1	2015-03-11 17:09:03.292043	2015-03-11 17:09:03.292043	Honolulu	123				Agricultural Experiment Station	Bulletin. Hawaii Agricultural Experiment Station
4618	1	1	2015-03-11 17:09:03.883703	2015-03-11 17:09:03.883703	Kotoni, Sapporo, Japan	205				Published by the Station	Bulletin. Hokkaido Agricultural Experiment Station
4619	1	1	2015-03-11 17:09:03.905973	2015-03-11 17:09:03.905973	Moscow, Idaho; [etc.]	123				The Station	Experiment Station Bulletin. University of Idaho. Agricultural Experiment Station
4620	1	1	2015-03-11 17:09:03.928204	2015-03-11 17:09:03.928204	Urbana	123				The Station	Bulletin. University of Illinois. Agricultural Experiment Station
4621	1	1	2015-03-11 17:09:03.949699	2015-03-11 17:09:03.949699	Ottawa	123				Department of Agriculture	The Agricultural Gazette of Canada. Dominion of Canada, Department of Agriculture, Publications Branch
4622	1	1	2015-03-11 17:09:03.971575	2015-03-11 17:09:03.971575	Tokyo					The Station	Bulletin. Imperial Central Agricultural Experiment Station in Japan
4623	1	1	2015-03-11 17:09:03.998035	2015-03-11 17:09:03.998035	Ames	123				The Station	Bulletin. Iowa Agricultural Experiment Station. Iowa State College of Agriculture and the Mechanic Arts
4624	1	1	2015-03-11 17:09:04.020553	2015-03-11 17:09:04.020553	Manhattan	123				The Station	Bulletin. Experiment Station. Kansas State Agriculture College
4625	1	1	2015-03-11 17:09:04.042924	2015-03-11 17:09:04.042924	Lexington	123				The Station	Bulletin. Kentucky Agricultural Experiment Station. University of Kentucky
4626	1	1	2015-03-11 17:09:04.066428	2015-03-11 17:09:04.066428	Baton Rouge	123				The Station	Bulletin. Louisiana State University and Agricultural and Mechanical College, Agricultural Experiment Stations
4627	1	1	2015-03-11 17:09:04.09363	2015-03-11 17:09:04.09363	Orono	123				Maine Agricultural Experiment Station	Bulletin. University of Maine. Maine Agricultural Experiment Station
4628	1	1	2015-03-11 17:09:04.115402	2015-03-11 17:09:04.115402	College Park	123				[Maryland Agricultural Experiment Station]	Bulletin of the Maryland Agricultural Experiment Station
4629	1	1	2015-03-11 17:09:04.137311	2015-03-11 17:09:04.137311	Amherst	123				The Station	Bulletin. Massachusetts Agricultural Experiment Station
4630	1	1	2015-03-11 17:09:04.159954	2015-03-11 17:09:04.159954	East Lansing	123				The Station	Bulletin. Michigan State Agricultural College Experiment Station
4631	1	1	2015-03-11 17:09:04.182267	2015-03-11 17:09:04.182267	St. Paul	123				The Station	Bulletin. University of Minnesota. Agricultural Experiment Station
4632	1	1	2015-03-11 17:09:04.205105	2015-03-11 17:09:04.205105	Brandenburg	150				J.W. & J.S. Halle	Abhandlungen zur Naturgeschichte, Chemie, Anatomie, Medicin, and Physik, aus den Schriften des Instituts der Künste und Wissenschaften zu Bologna
4633	1	1	2015-03-11 17:09:04.224807	2015-03-11 17:09:04.224807	Sydney	123				C. Potter, Govt. Printer; [etc.]	Agricultural Gazette of New South Wales
4634	1	1	2015-03-11 17:09:04.246149	2015-03-11 17:09:04.246149	Columbia	123				The Station	Bulletin. University of Missouri, College of Agriculture. Agricultural Experiment Station
4635	1	1	2015-03-11 17:09:04.271792	2015-03-11 17:09:04.271792	Bozeman	123				The Station	Bulletin. Montana State College. Agricultural Experiment Station
4636	1	1	2015-03-11 17:09:04.293766	2015-03-11 17:09:04.293766	Reno	123				The Station	Bulletin. Nevada State University. Agricultural Experiment Station
4637	1	1	2015-03-11 17:09:04.319827	2015-03-11 17:09:04.319827	New Brunswick	123				The Station	Bulletin. New Jersey Agricultural Experiment Station
4975	1	1	2015-03-11 17:09:13.319114	2015-03-11 17:09:13.319114	London	123				Edward Newman	The Entomologist
4638	1	1	2015-03-11 17:09:04.342018	2015-03-11 17:09:04.342018	State College	123				The Station	Bulletin. New Mexico College of Agriculture and Mechanic Arts. Agricultural Experiment Station
4639	1	1	2015-03-11 17:09:04.364203	2015-03-11 17:09:04.364203	Geneva, N. Y.	123				Agricultural Experiment Station	Bulletin. New York State Agricultural Experiment Station
6152	1	1	2015-03-11 17:09:43.377965	2015-03-11 17:09:43.377965							Newman's entomologist.
4640	1	1	2015-03-11 17:09:04.391224	2015-03-11 17:09:04.391224	West Raleigh	123				North Carolina Dept. of Agriculture	Bulletin. North Carolina Agricultural Experiment Station
4641	1	1	2015-03-11 17:09:04.412904	2015-03-11 17:09:04.412904	Wooster	123				The Station	Bulletin. Ohio Agricultural Experiment Station
4642	1	1	2015-03-11 17:09:04.434746	2015-03-11 17:09:04.434746	Wooster	123				The Station	Bulletin. Ohio Agricultural Experiment Station. (2)
4643	1	1	2015-03-11 17:09:04.456268	2015-03-11 17:09:04.456268	Corvallis	123				The Station	Bulletin. Oregon Agricultural College Experiment Station
4644	1	1	2015-03-11 17:09:04.477728	2015-03-11 17:09:04.477728	Victoria, British Columbia	123				Department of Agriculture	The Agricultural Journal
4645	1	1	2015-03-11 17:09:04.499091	2015-03-11 17:09:04.499091	Tel-Aviv, Palestine						Bulletin. The Zionist Organization. Institute of Agriculture and Natural History. Agricultural Experiment Station
4646	1	1	2015-03-11 17:09:04.521027	2015-03-11 17:09:04.521027	State College, Pennsylvania	123				The Station	Bulletin. The Pennsylvania State College, School of Agriculture, Agricultural Experiment Station
4647	1	1	2015-03-11 17:09:04.542664	2015-03-11 17:09:04.542664	Lafayette, Indiana	123				Purdue University, Agricultural Experiment Station	Bulletin. Purdue University Agricultural Experiment Station
4648	1	1	2015-03-11 17:09:04.56427	2015-03-11 17:09:04.56427	Shizuoka, Japan	205				Shizuoka-ken Nogyo Shikenjo	Bulletin Shizuoka-ken Agricultural Experiment Station
4649	1	1	2015-03-11 17:09:04.589483	2015-03-11 17:09:04.589483	Clemson College	123				The Station	Bulletin. South Carolina Agricultural Experiment Station of Clemson Agricultural College
4650	1	1	2015-03-11 17:09:04.611416	2015-03-11 17:09:04.611416	College Station, Texas	123				Texas Agricultural and Mechanical College System	Bulletin. Texas Agricultural Experiment Station
4651	1	1	2015-03-11 17:09:04.632592	2015-03-11 17:09:04.632592	Logan	123				The Station	Bulletin. Utah Agricultural Experiment Station. Utah State Agricultural College
4652	1	1	2015-03-11 17:09:04.653734	2015-03-11 17:09:04.653734	Burlington	123				The Station	Bulletin. University of Vermont and State Agricultural College. Vermont Agricultural Experiment Station
4653	1	1	2015-03-11 17:09:04.675149	2015-03-11 17:09:04.675149	Blacksburg	123				Virginia Agricultural Experiment Station	Bulletin. Virginia Polytechnic Institute. Virginia Agricultural Experiment Station
4654	1	1	2015-03-11 17:09:04.697051	2015-03-11 17:09:04.697051	Pullman	123				The Station	Bulletin. State College of Washington, Agricultural Experiment Station
4655	1	1	2015-03-11 17:09:04.71809	2015-03-11 17:09:04.71809	Suva	123				Fiji Dept. of Agriculture	Agricultural Journal. Department of Agriculture, Fiji
4656	1	1	2015-03-11 17:09:04.740615	2015-03-11 17:09:04.740615	Morgantown	123				The Station	Bulletin. West Virginia University Agricultural Experiment Station
4657	1	1	2015-03-11 17:09:04.763079	2015-03-11 17:09:04.763079	Madison	123				The Station	Bulletin. Agricultural Experiment Station. University of Wisconsin
4658	1	1	2015-03-11 17:09:04.785824	2015-03-11 17:09:04.785824	Calcutta	123				Superintendet Government Printing, India	Bulletin. Agricultural Research Institute, Pusa
4659	1	1	2015-03-11 17:09:04.807748	2015-03-11 17:09:04.807748	New York	123				American Dahlia Society	Bulletin of the American Dahlia Society
4660	1	1	2015-03-11 17:09:04.830757	2015-03-11 17:09:04.830757	New York	123				American Dahlia Society	Bulletin of the American Dahlia Society. (12)
4661	1	1	2015-03-11 17:09:04.852505	2015-03-11 17:09:04.852505	New York, NY	123				[American Museum of Natural History]	Bulletin of the American Museum of Natural History
4662	1	1	2015-03-11 17:09:04.873846	2015-03-11 17:09:04.873846	Honolulu	123				Bishop Museum Press; [etc.]	Bulletin Bernice P. Bishop Museum
4663	1	1	2015-03-11 17:09:04.896882	2015-03-11 17:09:04.896882	Tokyo	123					Bulletin of the Biogeographical Society of Japan
4664	1	1	2015-03-11 17:09:04.918403	2015-03-11 17:09:04.918403	Washington, D. C.	123				The Society	Bulletin of the Biological Society of Washington
4665	1	1	2015-03-11 17:09:04.940382	2015-03-11 17:09:04.940382	Honolulu	123					Bulletin. Board of Commissioners of Agriculture and Forestry, Hawaii, Division of Entomology
4667	1	1	2015-03-11 17:09:04.983422	2015-03-11 17:09:04.983422	Calcutta	123				Govt. of India, Central Publication Branch for the Imperial Council of Agricultural Research	Agricultural Journal of India
4668	1	1	2015-03-11 17:09:05.001286	2015-03-11 17:09:05.001286	Brooklyn, N. Y.	123				The Society	Bulletin of the Brooklyn Entomological Society
4669	1	1	2015-03-11 17:09:05.033259	2015-03-11 17:09:05.033259	Brooklyn, N. Y.	123				The Society	Bulletin of the Brooklyn Entomological Society. (n.s.)
4671	1	1	2015-03-11 17:09:05.076343	2015-03-11 17:09:05.076343	Sacramento, California	123					Bulletin of the Department of Agriculture, State of California
4672	1	1	2015-03-11 17:09:05.095721	2015-03-11 17:09:05.095721	Ottawa	123					Bulletin. Dominion of Canada. Department of Agriculture
4673	1	1	2015-03-11 17:09:05.117594	2015-03-11 17:09:05.117594	Ottawa, Canada	123				Dept. of Agriculture	Bulletin. Central Experiment Farm. Department of Agriculture
4674	1	1	2015-03-11 17:09:05.139345	2015-03-11 17:09:05.139345	Chicago	123				The Academy	Bulletin of the Chicago Academy of Sciences
4675	1	1	2015-03-11 17:09:05.161455	2015-03-11 17:09:05.161455	Tokyo					Kato Entomological Laboratory	Bulletin of the Cicadidae Museum
4676	1	1	2015-03-11 17:09:05.188566	2015-03-11 17:09:05.188566	Bruxelles	137				Palais des Académies	Bulletins de la Classe des Sciences. Académie Royale de Belgique
4677	1	1	2015-03-11 17:09:05.210047	2015-03-11 17:09:05.210047	Clemson College, South Carolina	123				Clemson Agricultural College	Bulletin. Clemson Agricultural College, Extension Service
4678	1	1	2015-03-11 17:09:05.232604	2015-03-11 17:09:05.232604	Hartford, Conn.	123				Hartford Press	Bulletin. State of Connecticut. State Geological and Natural History Survey
4679	1	1	2015-03-11 17:09:05.259146	2015-03-11 17:09:05.259146	Taihoku	123				Taiwan Noyukai	Agricultural Magazine of Formosa
4680	1	1	2015-03-11 17:09:05.285911	2015-03-11 17:09:05.285911	Washington, D. C.	123				Crop Protection Institute	Crop Protection Institute (Bulletin Series)
4681	1	1	2015-03-11 17:09:05.308285	2015-03-11 17:09:05.308285	Habana	401					Bulletin. Comision de Sanidad Vegetal. Republica de Cuba
4682	1	1	2015-03-11 17:09:05.331402	2015-03-11 17:09:05.331402	Victoria, B. C.	123					Bulletin. Department of Agriculture, British Columbia
4683	1	1	2015-03-11 17:09:05.353874	2015-03-11 17:09:05.353874	Kuala Lumpur	123					Bulletin. Department of Agriculture, Federated Malay States and Straits Settlements
4684	1	1	2015-03-11 17:09:05.376678	2015-03-11 17:09:05.376678	Taihoku, Formosa	123					Bulletin. Department of Agriculture, Government Research Institute
4685	1	1	2015-03-11 17:09:05.400779	2015-03-11 17:09:05.400779	Albany	123				The Dept., J.B. Lyon Co.	Bulletin. Department of Agriculture of the State of New York
4686	1	1	2015-03-11 17:09:05.514214	2015-03-11 17:09:05.514214	Queensland, Australia	123					Bulletin. Department of Agriculture and Stock
4687	1	1	2015-03-11 17:09:05.537021	2015-03-11 17:09:05.537021	Salisbury	123					Bulletin. The Department of Agriculture, Rhodesia
4688	1	1	2015-03-11 17:09:05.559645	2015-03-11 17:09:05.559645	Trinidad	123				Dept. of Agriculture	Bulletin of the Department of Agriculture, Trinidad and Tobago
4689	1	1	2015-03-11 17:09:05.583199	2015-03-11 17:09:05.583199	Allahabad, India	123					Bulletin. Department of Agriculture, United Provinces
4690	1	1	2015-03-11 17:09:05.605399	2015-03-11 17:09:05.605399	Barbados	123					Agricultural News. A fortnightly review of the Imperial Department of Agriculture for the West Indies. Issued under the Authority of the Commissioner of Agriculture for the West Indies
4691	1	1	2015-03-11 17:09:05.624093	2015-03-11 17:09:05.624093	Manila	123					Bulletin. Department of the Interior. Bureau of Government Laboratories
4692	1	1	2015-03-11 17:09:05.647058	2015-03-11 17:09:05.647058	Hanoi	137				Gouvernement General de l'Indochine	Bulletin Économique de l'Indochine
4693	1	1	2015-03-11 17:09:05.668279	2015-03-11 17:09:05.668279	Lwów, Poland					Panstwowe Wydawn. Naukowe	Bulletin Entomologique de la Pologne
4695	1	1	2015-03-11 17:09:05.71983	2015-03-11 17:09:05.71983	Peiping					The Institute	Bulletin of the Fan Memorial Institute of Biology. Zoological Series
4696	1	1	2015-03-11 17:09:05.747938	2015-03-11 17:09:05.747938	Gainesville	123				The Service	Bulletin of the Florida Agricultural Extension Service
4697	1	1	2015-03-11 17:09:05.769521	2015-03-11 17:09:05.769521	Chicago	123				Published for the Society by the University of Chicago Press	Bulletin. The Geographic Society of Chicago
4698	1	1	2015-03-11 17:09:05.793379	2015-03-11 17:09:05.793379	Atlanta	123					Bulletin. Georgia State Board of Entomology
4699	1	1	2015-03-11 17:09:05.816209	2015-03-11 17:09:05.816209	Atlanta, Georgia	123				The Office	Bulletin. Georgia Department of Entomology
4700	1	1	2015-03-11 17:09:05.838162	2015-03-11 17:09:05.838162	Honolulu	123				Hawaiian Sugar Planters' Association	Bulletin. Report of Work of the Experiment Station of the Hawaiian Sugar Planters' Association. Division of Entomology
4701	1	1	2015-03-11 17:09:05.860553	2015-03-11 17:09:05.860553	Port-of-Spain	123				Govt. Printery	Agricultural Record, Trinidad and Tobago
4702	1	1	2015-03-11 17:09:05.878745	2015-03-11 17:09:05.878745	Urbana	123				State of Illinois, Dept. of Registration and Education, Natural History Survey Division	Bulletin of the Illinois State Natural History Survey
4703	1	1	2015-03-11 17:09:05.901199	2015-03-11 17:09:05.901199	[Urbana, Ill.]	123				The Laboratory	Bulletin of the Illinois State Laboratory of Natural History
4704	1	1	2015-03-11 17:09:05.923176	2015-03-11 17:09:05.923176	Moscou	123					Bulletin of the Imperial Society of the Friends of Natural History, Anthropology and Ethnography of the Imperial University of Moscou
4705	1	1	2015-03-11 17:09:05.94567	2015-03-11 17:09:05.94567	Calcutta	123				Printed at the Catholic Orphan Press	[Bulletin] Indian Tea Association
4706	1	1	2015-03-11 17:09:05.967378	2015-03-11 17:09:05.967378	Washington, D. C.	123				Bureau of Entomology, U.S. Dept. of Agriculture	The Insect Pest Survey Bulletin. Bureau of Entomology and Plant Quarantine, United States Department of Agriculture, and the State Entomological Agencies Cooperating
4707	1	1	2015-03-11 17:09:05.989329	2015-03-11 17:09:05.989329	Paris	137				Au secrétariat de la société	Bulletin d'Insectologie Agricole. Journal Mensuel de la Société Centrale d'Apiculture et d'Insectologie
4708	1	1	2015-03-11 17:09:06.011688	2015-03-11 17:09:06.011688	Leningrad	363				The Institut	Bulletin of the Institute for Controlling Pests and Diseases
4709	1	1	2015-03-11 17:09:06.02975	2015-03-11 17:09:06.02975	Buitenzorg; [etc.]	196				Landsdrukkerij; [etc.]	Bulletin. Instituut voor plantenziekten
4710	1	1	2015-03-11 17:09:06.051245	2015-03-11 17:09:06.051245		363					Bulletin de l'Institut de Zoologie Applique et de Phytopathologie. [Izvestiia Kursov Prikladnoi Zoologii i Fitopathologii]
4711	1	1	2015-03-11 17:09:06.073359	2015-03-11 17:09:06.073359	Cracovie, Poland					Impr. de l'Université	Bulletin International de l'Académie Polonaise des Sciences et des Lettres. Classe des Sciences Mathématiques et Naturelles---Série B: Sciences Naturelles
